,Unnamed: 0,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
558,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,29940.0,1-Sep-22,Fija=10.95,1.98,10.77,101.98,101.68,10.81%,3.04,3.25
559,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,27200.0,1-Sep-22,Fija=8,1.04,8.59,101.04,93.23,10.44%,3.18,3.44
560,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,34600.0,1-Sep-22,Fija=9.125,3.17,7.82,103.17,116.15,4.19%,3.08,3.2
561,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,28180.0,1-Sep-22,Tasa fija=8.75,0.07,8.97,100.07,97.53,10.08%,2.29,2.6
562,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,21584.0,1-Sep-22,Fija=2.5,0.45,3.36,100.45,74.42,16.45%,3.87,4.62
563,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,18300.0,1-Sep-22,Fija=1.5,0.65,2.39,100.65,62.97,14.34%,6.04,7.83
564,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,25100.0,27-Jun-22,Fija=6,2.88,6.04,102.88,99.39,6.76%,0.94,0.98
565,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,24950.0,27-Jun-22,Fija=7.375,3.24,7.49,103.24,98.45,9.19%,0.96,1.01
566,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,14850.0,27-Jun-22,Fija=8.75,1.45,10.37,71.45,84.67,24.55%,1.09,1.28
567,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,23650.0,27-Jun-22,Tasa fija=6.875,0.84,7.2,100.84,95.54,9.76%,1.7,1.79
568,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,24590.0,27-Jun-22,Fija=9.5,2.93,9.77,102.93,97.32,13.03%,1.43,1.63
569,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,18300.0,27-Jun-22,Fija=8.5,3.57,11.97,103.57,71.98,23.11%,2.31,2.74
570,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,24499.0,27-Jun-22,Fija=8.5,3.38,8.82,103.38,96.54,10.72%,1.77,1.95
571,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,20700.0,27-Jun-22,Fija=4,0.52,4.77,100.52,83.89,18.27%,1.8,2.03
572,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.0,25500.0,27-Jun-22,Fija=10.95,2.71,10.82,102.71,101.14,11.01%,3.13,3.37
573,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,24000.0,27-Jun-22,Fija=8,3.58,8.49,103.58,94.39,10.00%,3.23,3.53
574,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,27500.0,27-Jun-22,Fija=9.125,1.50,8.26,101.5,110.38,6.08%,3.21,3.39
575,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,24500.0,27-Jun-22,Tasa fija=8.75,2.84,9.02,102.84,97.05,10.24%,2.36,2.69
576,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,16020.0,27-Jun-22,Fija=2.5,1.24,3.91,101.24,64.46,19.92%,3.82,4.76
577,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,12820.0,27-Jun-22,Fija=1.5,0.37,2.89,100.37,52.03,17.34%,5.85,8.01
578,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,33500.0,16-Dic-22,Fija=6,2.77,6.16,102.77,97.46,11.46%,0.49,0.52
579,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,33500.0,19-Dic-22,Fija=7.375,3.09,7.6,103.09,97.15,13.22%,0.53,0.56
580,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,22799.0,20-Dic-22,Fija=8.75,1.33,9.16,71.33,95.56,15.16%,0.75,0.84
581,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,32900.0,19-Dic-22,Tasa fija=6.875,0.71,7.04,100.71,97.67,8.87%,1.29,1.35
582,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,29800.0,20-Dic-22,Fija=9.5,2.38,9.5,89.08,100.02,11.57%,1.26,1.4
583,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,29499.0,20-Dic-22,Fija=8.5,3.40,10.02,103.4,85.29,16.47%,2.1,2.35
584,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,33600.0,20-Dic-22,Fija=8.5,3.21,8.74,103.21,97.33,10.68%,1.39,1.54
585,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,32400.0,20-Dic-22,Fija=4,0.44,4.15,100.44,96.44,11.90%,1.44,1.58
586,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,34000.0,20-Dic-22,Fija=10.95,2.49,11.04,102.49,99.18,11.72%,2.81,3.01
587,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,32400.0,20-Dic-22,Fija=8,3.42,8.56,103.42,93.66,10.49%,2.9,3.15
588,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,37500.0,19-Dic-22,Fija=9.125,1.32,8.24,101.32,110.66,5.61%,2.87,3.01
589,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,33499.0,20-Dic-22,Tasa fija=8.75,2.67,8.98,102.67,97.55,10.21%,2.0,2.3
590,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,27100.0,20-Dic-22,Fija=2.5,1.19,3.13,101.19,80.07,15.40%,3.64,4.32
591,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,20500.0,20-Dic-22,Fija=1.5,0.34,2.46,100.34,61.08,15.47%,5.7,7.57
592,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,25900.0,29-Jun-22,Fija=6,2.92,5.99,102.92,100.22,5.85%,0.94,0.97
593,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,25800.0,29-Jun-22,Fija=7.375,3.28,7.41,103.28,99.48,8.07%,0.96,1.01
594,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,15400.0,29-Jun-22,Fija=8.75,1.48,10.23,71.48,85.8,23.28%,1.09,1.28
595,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,24450.0,29-Jun-22,Tasa fija=6.875,0.88,7.13,100.88,96.52,9.13%,1.7,1.78
596,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,25750.0,29-Jun-22,Fija=9.5,2.98,9.54,102.98,99.58,11.36%,1.45,1.63
597,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,18700.0,29-Jun-22,Fija=8.5,3.61,12.0,103.61,71.87,23.22%,2.31,2.73
598,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,24650.0,29-Jun-22,Fija=8.5,3.42,8.97,103.42,94.92,11.74%,1.75,1.95
599,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,20800.0,29-Jun-22,Fija=4,0.54,4.86,100.54,82.38,19.46%,1.78,2.03
600,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,25500.0,29-Jun-22,Fija=10.95,0.03,10.79,100.03,101.52,10.89%,3.21,3.43
601,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,25000.0,29-Jun-22,Fija=8,3.62,8.34,103.62,96.08,9.43%,3.25,3.52
602,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,28600.0,29-Jun-22,Fija=9.125,1.55,8.12,101.55,112.16,5.56%,3.22,3.38
603,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,24900.0,29-Jun-22,Tasa fija=8.75,2.89,9.09,102.89,96.37,10.55%,2.35,2.69
604,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,15800.0,29-Jun-22,Fija=2.5,0.01,3.97,100.01,62.92,20.43%,3.87,4.8
605,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,13050.0,29-Jun-22,Fija=1.5,0.38,2.91,100.38,51.77,17.44%,5.83,8.01
606,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,33000.0,22-Nov-22,Fija=6,2.30,6.12,102.3,98.05,9.65%,0.57,0.6
607,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,32500.0,22-Nov-22,Fija=7.375,2.52,7.66,102.52,96.36,13.98%,0.6,0.64
608,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,22400.0,22-Nov-22,Fija=8.75,0.85,9.11,70.85,96.1,13.90%,0.83,0.92
609,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,32500.0,22-Nov-22,Tasa fija=6.875,0.17,6.97,100.17,98.62,8.05%,1.37,1.43
610,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,29350.0,22-Nov-22,Fija=9.5,1.74,9.42,88.44,100.87,10.81%,1.34,1.48
611,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,27000.0,22-Nov-22,Fija=8.5,2.74,10.71,102.74,79.88,19.50%,2.13,2.42
612,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,32600.0,22-Nov-22,Fija=8.5,2.55,8.8,102.55,96.63,11.11%,1.45,1.61
613,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.0,30700.0,22-Nov-22,Fija=4,0.13,4.29,100.13,93.19,14.00%,1.49,1.66
614,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,33800.0,22-Nov-22,Fija=10.95,1.64,10.83,101.64,101.08,11.01%,2.9,3.09
615,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,30850.0,22-Nov-22,Fija=8,2.80,8.79,102.8,91.22,11.37%,2.95,3.23
616,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.0,38000.0,22-Nov-22,Fija=9.125,0.61,7.94,100.61,114.8,4.44%,2.97,3.09
617,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,32500.0,22-Nov-22,Tasa fija=8.75,1.99,9.04,101.99,96.85,10.53%,2.07,2.38
618,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,24200.0,22-Nov-22,Fija=2.5,1.00,3.45,101.0,72.83,17.92%,3.6,4.4
619,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,19700.0,22-Nov-22,Fija=1.5,0.23,2.51,100.23,59.74,15.70%,5.74,7.64
620,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,29610.0,12-Jul-22,Fija=6,0.13,5.92,100.13,101.31,4.66%,0.94,0.96
621,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,29620.0,12-Jul-22,Fija=7.375,3.54,7.53,103.54,98.01,9.77%,0.92,0.97
622,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,14800.0,12-Jul-22,Fija=8.75,1.70,12.5,71.7,70.72,46.20%,0.92,1.24
623,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,28400.0,12-Jul-22,Tasa fija=6.875,1.13,7.15,101.13,96.22,9.37%,1.66,1.75
624,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,29900.0,12-Jul-22,Fija=9.5,3.33,9.58,103.33,99.14,11.72%,1.41,1.59
625,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,18990.0,12-Jul-22,Fija=8.5,3.92,13.9,103.92,62.61,30.40%,2.16,2.7
626,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,28000.0,12-Jul-22,Fija=8.5,3.73,9.22,103.73,92.48,13.42%,1.69,1.91
627,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.0,22000.0,12-Jul-22,Fija=4,0.69,5.36,100.69,74.86,26.30%,1.67,1.99
628,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,29900.0,12-Jul-22,Fija=10.95,0.43,10.73,100.43,102.01,10.72%,3.18,3.39
629,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,28250.0,12-Jul-22,Fija=8,3.91,8.61,103.91,93.14,10.46%,3.18,3.48
630,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,33500.0,12-Jul-22,Fija=9.125,1.88,8.08,101.88,112.66,5.38%,3.19,3.35
631,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.0,28500.0,12-Jul-22,Tasa fija=8.75,3.21,9.27,103.21,94.61,11.42%,2.29,2.65
632,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,16000.0,12-Jul-22,Fija=2.5,0.10,4.57,100.1,54.76,24.67%,3.67,4.76
633,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,14398.0,11-Jul-22,Fija=1.5,0.43,3.07,100.43,49.12,18.54%,5.67,7.97
634,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,29500.0,15-Sep-22,Fija=6,1.22,6.08,101.22,98.67,7.93%,0.75,0.78
635,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,29850.0,15-Sep-22,Fija=7.375,1.19,7.38,101.19,99.87,7.69%,0.79,0.82
636,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.0,19955.0,15-Sep-22,Fija=8.75,2.81,9.46,72.81,92.79,17.20%,0.93,1.06
637,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,28900.0,15-Sep-22,Tasa fija=6.875,2.37,7.2,102.37,95.58,10.14%,1.48,1.56
638,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,25150.0,15-Sep-22,Fija=9.5,0.25,9.7,86.95,97.92,12.78%,1.49,1.66
639,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,23310.0,15-Sep-22,Fija=8.5,1.20,10.94,101.2,77.98,19.83%,2.29,2.6
640,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,28850.0,15-Sep-22,Fija=8.5,1.02,8.79,101.02,96.69,10.81%,1.63,1.79
641,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.0,26845.0,15-Sep-22,Fija=4,0.41,4.42,100.41,90.51,14.89%,1.64,1.82
642,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.0,30365.0,15-Sep-22,Fija=10.95,2.40,10.91,102.4,100.39,11.27%,2.99,3.21
643,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,27500.0,15-Sep-22,Fija=8,1.36,8.72,101.36,91.86,10.96%,3.13,3.41
644,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,34800.0,15-Sep-22,Fija=9.125,3.52,7.98,103.52,113.81,4.81%,3.03,3.16
645,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,28145.0,15-Sep-22,Tasa fija=8.75,0.41,9.22,100.41,94.89,11.38%,2.21,2.56
646,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,20700.0,15-Sep-22,Fija=2.5,0.55,3.6,100.55,69.7,18.46%,3.75,4.58
647,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.0,18096.0,15-Sep-22,Fija=1.5,0.70,2.48,100.7,60.84,15.04%,5.92,7.79
648,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.0,19700.0,7-Mar-22,Fija=6,1.05,6.15,101.05,97.61,8.10%,1.23,1.28
649,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.0,19650.0,7-Mar-22,Fija=7.375,0.98,7.57,100.98,97.43,9.65%,1.25,1.32
650,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.0,19810.0,7-Mar-22,Fija=8.75,3.77,9.17,103.77,95.58,13.65%,0.98,1.13
651,3.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.0,19900.0,7-Mar-22,Fija=9.5,0.03,9.54,100.03,99.61,11.07%,1.75,1.94
652,4.0,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.0,16500.0,7-Mar-22,Fija=8.5,0.97,10.41,100.97,81.82,16.28%,2.72,3.05
653,5.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.0,19800.0,7-Mar-22,Fija=8.5,0.78,8.64,100.78,98.37,9.48%,2.08,2.26
654,6.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.0,17500.0,7-Mar-22,Fija=4,0.30,4.58,100.3,87.36,14.13%,2.12,2.32
655,7.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.0,20795.0,7-Mar-22,Fija=10.95,2.10,10.73,102.1,101.98,10.76%,3.34,3.61
656,8.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.0,19500.0,7-Mar-22,Fija=8,1.13,8.29,101.13,96.54,9.18%,3.55,3.83
657,9.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.0,23000.0,4-Mar-22,Fija=9.125,3.27,8.16,103.27,111.51,5.92%,3.38,3.58
658,10.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.0,14400.0,7-Mar-22,Fija=2.5,0.48,3.49,100.48,71.75,15.90%,4.28,5.07
659,11.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.0,11400.0,7-Mar-22,Fija=1.5,0.66,2.66,100.66,56.7,15.20%,6.31,8.28
660,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,30800.0,11-Oct-22,Fija=6,1.62,6.02,101.62,99.7,6.53%,0.69,0.71
661,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,30700.0,11-Oct-22,Fija=7.375,1.68,7.43,101.68,99.32,8.49%,0.72,0.75
662,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,18100.0,11-Oct-22,Fija=8.75,0.15,10.31,70.15,84.87,28.54%,0.85,1.03
663,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.0,30150.0,11-Oct-22,Tasa fija=6.875,2.83,7.14,102.83,96.45,9.61%,1.42,1.5
664,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,26100.0,11-Oct-22,Fija=9.5,0.80,9.68,87.5,98.12,12.75%,1.43,1.59
665,5.0,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.0,22475.0,11-Oct-22,Fija=8.5,1.77,11.78,101.77,72.64,23.67%,2.18,2.54
666,6.0,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.0,29700.0,11-Oct-22,Fija=8.5,1.58,8.84,101.58,96.18,11.24%,1.56,1.73
667,7.0,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.0,26680.0,11-Oct-22,Fija=4,0.68,4.59,100.68,87.17,18.05%,1.54,1.76
668,8.0,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.0,30000.0,11-Oct-22,Fija=10.95,0.40,11.14,100.4,98.3,12.02%,2.99,3.21
669,9.0,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.0,27550.0,11-Oct-22,Fija=8,1.89,9.02,101.89,88.94,12.13%,3.04,3.34
670,10.0,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.0,34500.0,11-Oct-22,Fija=9.125,4.13,8.34,104.13,108.98,6.23%,2.92,3.1
671,11.0,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.0,29180.0,11-Oct-22,Tasa fija=8.75,1.00,9.21,101.0,95.04,11.37%,2.15,2.49
672,12.0,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.0,20000.0,11-Oct-22,Fija=2.5,0.72,3.84,100.72,65.32,20.68%,3.6,4.51
673,13.0,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.0,17605.5,11-Oct-22,Fija=1.5,0.05,2.59,100.05,57.88,16.01%,5.82,7.76
674,0.0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.0,31400.0,14-Nov-22,Fija=6,2.17,6.07,102.17,98.93,7.97%,0.6,0.62
675,1.0,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.0,31000.0,14-Nov-22,Fija=7.375,2.36,7.57,102.36,97.48,11.77%,0.62,0.66
676,2.0,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.0,20450.0,14-Nov-22,Fija=8.75,0.71,9.41,70.71,93.08,17.87%,0.83,0.94
677,3.0,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.0,30600.0,14-Nov-22,Tasa fija=6.875,0.02,6.98,100.02,98.47,8.14%,1.39,1.45
678,4.0,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.7,27430.0,14-Nov-22,Fija=9.5,1.56,9.5,88.26,100.04,11.44%,1.36,1.5
